ID,UBICACION,MENAJE,TIPO_HABITACION,MENSUAL,DESCRIPICON,CAPACIDAD_MAXIMA
832,9812 Mcguire Terrace,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",compartida,0,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",4857
833,1447 Chive Lane,Aliquam non mauris.,compartida,0,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,2277
834,9 David Plaza,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4007
835,9 Portage Pass,Curabitur at ipsum ac tellus semper interdum.,sencilla,0,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,4991
836,27407 Hoffman Circle,Praesent blandit lacinia erat.,compartida,0,Morbi a ipsum.,3419
837,39 Claremont Alley,Vivamus vestibulum sagittis sapien.,sencilla,0,Donec quis orci eget orci vehicula condimentum.,4800
838,783 Sugar Street,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",compartida,0,Etiam justo.,2336
839,3690 Mosinee Alley,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",compartida,1,Praesent blandit.,3880
840,18303 Vidon Place,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,0,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2211
841,64 Lien Lane,Pellentesque viverra pede ac diam.,sencilla,1,Nunc nisl.,2851
842,57716 Marquette Pass,Sed accumsan felis.,compartida,0,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,2723
843,480 Stone Corner Way,Vivamus vel nulla eget eros elementum pellentesque.,compartida,0,Praesent blandit.,3767
844,6 Longview Place,Nulla nisl.,compartida,0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2349
845,7321 Stephen Junction,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",sencilla,1,Phasellus id sapien in sapien iaculis congue.,1447
846,623 Reinke Road,Nam tristique tortor eu pede.,compartida,1,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",3260
847,70253 Nova Parkway,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",sencilla,1,Ut at dolor quis odio consequat varius. Integer ac leo.,3409
848,2171 Mariners Cove Way,Duis ac nibh.,sencilla,0,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2525
849,7 Killdeer Circle,Donec posuere metus vitae ipsum.,sencilla,1,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,4698
850,804 Dorton Road,Vestibulum sed magna at nunc commodo placerat.,sencilla,0,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",4333
851,34497 Cordelia Alley,Nunc rhoncus dui vel sem.,sencilla,1,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,3999
852,76 Village Terrace,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",sencilla,1,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,1858
853,84797 Pearson Road,Aliquam sit amet diam in magna bibendum imperdiet.,compartida,1,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2484
854,137 Fairview Court,Praesent id massa id nisl venenatis lacinia.,sencilla,0,Nullam porttitor lacus at turpis.,3772
855,2 Hallows Terrace,Nulla mollis molestie lorem.,compartida,0,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",3729
856,8 Kingsford Pass,Nulla suscipit ligula in lacus.,compartida,0,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,4380
857,6 Mesta Drive,Morbi non quam nec dui luctus rutrum.,sencilla,1,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3592
858,20802 Dunning Drive,Ut tellus.,sencilla,0,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,3703
859,29 High Crossing Plaza,Nam tristique tortor eu pede.,compartida,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1008
860,34481 Tennessee Circle,Sed vel enim sit amet nunc viverra dapibus.,sencilla,0,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,3862
861,33 Meadow Valley Hill,Curabitur in libero ut massa volutpat convallis.,sencilla,0,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",4680
862,95 Steensland Place,In quis justo.,compartida,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",1855
863,8 Fordem Parkway,Curabitur gravida nisi at nibh.,compartida,1,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,4676
864,0 Randy Way,Aliquam sit amet diam in magna bibendum imperdiet.,compartida,0,Aliquam erat volutpat.,3348
865,9 Arrowood Street,Vivamus vestibulum sagittis sapien.,compartida,0,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",1228
866,2 Morrow Alley,Nam tristique tortor eu pede.,compartida,1,Proin at turpis a pede posuere nonummy. Integer non velit.,4489
867,96864 Continental Trail,Aliquam quis turpis eget elit sodales scelerisque.,sencilla,1,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2105
868,26 Sauthoff Plaza,Nam tristique tortor eu pede.,sencilla,0,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",3558
869,8 Muir Court,In congue.,sencilla,0,Pellentesque viverra pede ac diam.,3016
870,0 Steensland Drive,Nulla tellus.,compartida,0,Praesent lectus.,2164
871,3490 Lindbergh Drive,Vivamus tortor.,compartida,1,Etiam vel augue. Vestibulum rutrum rutrum neque.,2262
872,25 Logan Avenue,Cras in purus eu magna vulputate luctus.,compartida,0,Fusce consequat. Nulla nisl. Nunc nisl.,1330
873,9720 Mcguire Street,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",4990
874,619 Delaware Pass,Integer ac neque.,compartida,0,Nulla tellus.,4388
875,900 Loeprich Place,Suspendisse potenti.,compartida,1,Aenean sit amet justo.,3420
876,751 Warner Park,Proin eu mi.,sencilla,0,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3358
877,919 Gina Drive,Fusce consequat.,sencilla,1,Donec vitae nisi.,3851
878,583 Hoard Plaza,Phasellus sit amet erat.,sencilla,0,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,2254
879,3 Memorial Junction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",sencilla,0,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1861
880,054 Kinsman Alley,Donec quis orci eget orci vehicula condimentum.,sencilla,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,1974
881,51662 Village Lane,Praesent blandit lacinia erat.,compartida,1,In eleifend quam a odio. In hac habitasse platea dictumst.,1796
882,4594 Michigan Way,Donec vitae nisi.,compartida,1,Phasellus in felis. Donec semper sapien a libero.,4102
883,769 3rd Court,Vivamus vel nulla eget eros elementum pellentesque.,compartida,0,Quisque id justo sit amet sapien dignissim vestibulum.,3556
884,8411 Everett Plaza,Quisque ut erat.,compartida,1,In congue. Etiam justo.,3080
885,0 Hauk Terrace,Maecenas ut massa quis augue luctus tincidunt.,compartida,0,In congue. Etiam justo. Etiam pretium iaculis justo.,1857
886,7555 Eagan Court,Aliquam erat volutpat.,sencilla,1,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4556
887,95662 Victoria Parkway,Nulla ut erat id mauris vulputate elementum.,compartida,0,Nulla tempus.,2318
888,593 Nancy Hill,Suspendisse potenti.,sencilla,1,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,1532
889,66 Longview Road,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",sencilla,1,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",2565
890,409 Oak Valley Lane,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,0,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3760
891,746 Eliot Avenue,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",sencilla,1,Etiam faucibus cursus urna.,1072
892,02 Browning Point,Integer ac neque.,sencilla,1,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,3773
893,36667 Fairfield Court,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",sencilla,1,Praesent blandit. Nam nulla.,2860
894,6 Moland Avenue,Aenean fermentum.,sencilla,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2308
895,85493 Village Road,Ut tellus.,sencilla,1,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",3136
896,5431 Lake View Center,Ut at dolor quis odio consequat varius.,sencilla,1,Nunc purus. Phasellus in felis.,2226
897,18808 Sycamore Parkway,Aliquam erat volutpat.,compartida,0,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",4950
898,36 Utah Point,Praesent blandit lacinia erat.,compartida,1,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,4471
899,187 Claremont Hill,Duis ac nibh.,compartida,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",3614
900,15469 Dawn Terrace,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",sencilla,0,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,2917
901,4 Daystar Park,Nulla tempus.,compartida,1,Nulla tellus. In sagittis dui vel nisl.,4276
902,3517 Orin Street,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",3799
903,992 Scott Road,Morbi non quam nec dui luctus rutrum.,sencilla,1,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,4565
904,3280 Clove Avenue,Curabitur at ipsum ac tellus semper interdum.,sencilla,1,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3893
905,6 Anhalt Junction,Duis bibendum.,sencilla,1,Integer ac leo.,1407
906,32215 Sachs Road,Vivamus vestibulum sagittis sapien.,sencilla,1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2831
907,6 Anniversary Place,Praesent lectus.,sencilla,0,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1837
908,1 Ridge Oak Center,Duis consequat dui nec nisi volutpat eleifend.,sencilla,0,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2116
909,05952 Sutteridge Parkway,Etiam faucibus cursus urna.,sencilla,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",4361
910,339 Scott Trail,Suspendisse ornare consequat lectus.,compartida,1,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",3442
911,8816 7th Pass,Donec ut mauris eget massa tempor convallis.,sencilla,1,Phasellus in felis. Donec semper sapien a libero.,4315
912,65825 Corry Point,Nunc purus.,sencilla,0,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1595
913,361 Bartelt Center,Duis consequat dui nec nisi volutpat eleifend.,compartida,0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1847
914,1747 South Circle,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",compartida,0,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",1176
915,81 Bluejay Junction,Pellentesque eget nunc.,sencilla,1,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1684
916,7834 Butternut Lane,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sencilla,0,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1798
917,6340 Huxley Center,In hac habitasse platea dictumst.,sencilla,1,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,3094
918,0 Carpenter Plaza,Donec ut dolor.,compartida,1,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1910
919,761 Golden Leaf Hill,Suspendisse potenti.,sencilla,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",3261
920,2 Bluejay Hill,Duis bibendum.,sencilla,0,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4887
921,021 Goodland Court,Cras pellentesque volutpat dui.,compartida,0,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1005
922,69 Muir Hill,Nulla ac enim.,compartida,1,Aliquam quis turpis eget elit sodales scelerisque.,4134
923,2 Dexter Hill,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",compartida,0,In blandit ultrices enim.,1066
924,6821 Maple Trail,Nulla suscipit ligula in lacus.,compartida,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",4570
925,98694 North Road,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,1,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,2577
926,99041 Waywood Parkway,Pellentesque eget nunc.,sencilla,0,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",1536
927,024 Oak Valley Plaza,Etiam pretium iaculis justo.,sencilla,0,Mauris sit amet eros.,1881
928,70939 Golden Leaf Place,Cras in purus eu magna vulputate luctus.,compartida,1,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",1750
929,05184 Mccormick Alley,Pellentesque at nulla.,sencilla,1,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2880
930,33 Merry Parkway,Phasellus id sapien in sapien iaculis congue.,compartida,0,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2121
931,23 Oxford Avenue,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",sencilla,1,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,4626
932,276 Grover Plaza,Proin eu mi.,compartida,1,Morbi ut odio.,1248
933,5 Delaware Parkway,Duis ac nibh.,sencilla,0,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1869
934,4 Oak Plaza,Sed sagittis.,sencilla,0,Nullam varius. Nulla facilisi.,1043
935,30860 Mandrake Place,Nulla facilisi.,sencilla,0,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2534
936,5553 Almo Point,Nulla suscipit ligula in lacus.,compartida,1,Donec dapibus.,3084
937,684 Eggendart Pass,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",compartida,0,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2333
938,79566 Orin Place,Duis bibendum.,sencilla,0,Duis aliquam convallis nunc.,2078
939,79 Sherman Crossing,Integer ac neque.,sencilla,1,Curabitur convallis.,2619
940,3 Center Park,Proin eu mi.,sencilla,1,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2835
941,57594 Dakota Street,Nam dui.,compartida,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",2876
942,482 Manitowish Way,Cras pellentesque volutpat dui.,compartida,1,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3754
943,3 Rigney Alley,Praesent lectus.,sencilla,1,Donec posuere metus vitae ipsum. Aliquam non mauris.,3709
944,4381 Golf Course Point,Vivamus in felis eu sapien cursus vestibulum.,sencilla,1,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,4561
945,44 Morning Place,In eleifend quam a odio.,compartida,0,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,3304
946,3 Vahlen Parkway,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sencilla,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4162
947,5 Melrose Drive,Nulla nisl.,sencilla,1,In eleifend quam a odio. In hac habitasse platea dictumst.,3308
948,3 Coleman Lane,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",sencilla,0,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",3933
949,64 7th Way,Morbi porttitor lorem id ligula.,sencilla,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1231
950,0 Kings Road,Etiam pretium iaculis justo.,sencilla,1,Nulla nisl.,4150
951,583 Shopko Lane,Pellentesque viverra pede ac diam.,compartida,1,Suspendisse accumsan tortor quis turpis.,3840
952,936 Northfield Court,Aliquam non mauris.,compartida,1,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4496
953,926 Walton Plaza,Etiam justo.,sencilla,1,Sed accumsan felis.,4092
954,03 Canary Center,Proin risus.,sencilla,1,Fusce posuere felis sed lacus.,2666
955,85047 Blackbird Junction,Curabitur gravida nisi at nibh.,sencilla,0,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,2408
956,80 Derek Park,Etiam vel augue.,sencilla,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",1731
957,59 Magdeline Park,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",compartida,0,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3642
958,15 Jenifer Avenue,Maecenas ut massa quis augue luctus tincidunt.,sencilla,1,Phasellus in felis. Donec semper sapien a libero.,3008
959,00800 Brentwood Place,Sed accumsan felis.,sencilla,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",4646
960,9780 Del Sol Point,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,sencilla,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",1661
961,698 Susan Avenue,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,0,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1417
962,50061 Rowland Lane,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",sencilla,1,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,2444
963,18625 Swallow Point,Nam tristique tortor eu pede.,sencilla,0,Nullam sit amet turpis elementum ligula vehicula consequat.,4769
964,83543 Scofield Road,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,0,Donec ut mauris eget massa tempor convallis.,1825
965,61495 Bartelt Pass,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sencilla,0,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",4275
966,7 Macpherson Avenue,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",sencilla,0,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,2320
967,24499 Iowa Parkway,Morbi non quam nec dui luctus rutrum.,sencilla,0,Ut at dolor quis odio consequat varius. Integer ac leo.,1536
968,7 Hagan Place,Vestibulum sed magna at nunc commodo placerat.,sencilla,0,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1309
969,1385 Corben Street,In congue.,sencilla,0,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,1063
970,47 Hallows Drive,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,compartida,1,In sagittis dui vel nisl.,3833
971,020 Loomis Road,Integer tincidunt ante vel ipsum.,compartida,0,Aenean lectus.,1446
972,02 Linden Plaza,In eleifend quam a odio.,sencilla,0,Nam tristique tortor eu pede.,2118
973,932 Columbus Avenue,Pellentesque eget nunc.,compartida,1,Pellentesque viverra pede ac diam.,4530
974,074 Westport Court,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",compartida,0,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1110
975,2951 Karstens Lane,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,sencilla,1,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3976
976,6265 Morning Terrace,Nulla tempus.,compartida,0,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,3777
977,36304 Meadow Vale Terrace,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",sencilla,1,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,2916
978,678 Maywood Road,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",compartida,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1862
979,5419 Red Cloud Point,In quis justo.,compartida,0,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,4455
980,518 Utah Way,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",compartida,0,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2165
981,370 Knutson Alley,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",compartida,0,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1153
982,74 Brentwood Street,Aenean fermentum.,sencilla,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2515
983,640 Clyde Gallagher Park,Curabitur gravida nisi at nibh.,compartida,1,Donec posuere metus vitae ipsum.,1129
984,52359 Green Point,Sed sagittis.,sencilla,0,In congue. Etiam justo.,3019
985,84797 Nobel Plaza,Nam nulla.,compartida,0,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,2129
986,9 Duke Street,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",compartida,1,Sed accumsan felis.,3723
987,2056 Hagan Junction,Sed sagittis.,compartida,1,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,2362
988,344 Maple Hill,Donec vitae nisi.,compartida,1,Proin eu mi.,3727
989,9319 American Ash Center,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",compartida,1,In eleifend quam a odio. In hac habitasse platea dictumst.,4706
990,9 Manley Way,Aliquam non mauris.,compartida,0,Vivamus vel nulla eget eros elementum pellentesque.,2785
991,4799 Katie Point,Fusce consequat.,compartida,1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,2678
992,6739 School Lane,Cras pellentesque volutpat dui.,compartida,0,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1171
993,88 Huxley Street,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",sencilla,0,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,4415
994,70 Granby Center,Phasellus in felis.,sencilla,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2836
995,0960 Lunder Junction,Sed sagittis.,compartida,0,Ut at dolor quis odio consequat varius. Integer ac leo.,3355
996,84 Hoffman Road,Nunc rhoncus dui vel sem.,compartida,1,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,3823
997,7262 Menomonie Trail,Nam nulla.,compartida,0,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",3913
