id,REGISTRO_CAMARA_COMERCIO,REGISTRO_SUPERINTENDENCIA,TIPO_HABITACION,HORARIO_ADMIN_INICIAL,HORARIO_ADMIN_FINAL,TAMANO,UBICACION,CANTIDAD_NOCHES,CAPACIDAD_MAXIMA
369,Duis mattis egestas metus. Aenean fermentum.,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,compartida,1,7,pequeño,8 Rieder Alley,10,31
370,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,In congue.,compartida,9,15,pequeño,6 Dwight Point,20,22
371,Aliquam erat volutpat. In congue.,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",compartida,10,16,grande,67 Forest Run Parkway,16,31
372,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",sencilla,7,13,pequeño,0685 Jackson Alley,20,23
373,Curabitur gravida nisi at nibh.,Duis aliquam convallis nunc.,compartida,6,12,mediano,9634 Waywood Alley,18,32
374,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,compartida,3,9,grande,00240 Mesta Alley,17,5
375,Morbi non lectus.,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",sencilla,1,7,pequeño,66354 Waywood Court,4,26
376,Duis bibendum.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",compartida,5,11,mediano,6 Mitchell Way,1,50
377,Morbi vel lectus in quam fringilla rhoncus.,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",sencilla,9,15,pequeño,3480 Graedel Way,6,12
378,Morbi a ipsum.,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",compartida,8,14,pequeño,5 Russell Terrace,3,18
379,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Phasellus in felis.,sencilla,10,16,pequeño,9843 Hoepker Point,8,41
380,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,sencilla,10,16,grande,96 Sommers Trail,17,36
381,Pellentesque eget nunc.,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",compartida,8,14,pequeño,04 Anthes Drive,10,19
382,Ut at dolor quis odio consequat varius.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",sencilla,2,8,pequeño,436 Grover Avenue,18,34
383,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,compartida,2,8,mediano,909 Truax Park,7,38
384,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,sencilla,2,8,pequeño,11041 Moose Hill,14,50
385,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Suspendisse potenti. Cras in purus eu magna vulputate luctus.,sencilla,7,13,pequeño,6621 Eastwood Trail,14,40
386,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",sencilla,10,16,pequeño,92684 Valley Edge Crossing,10,23
387,Mauris ullamcorper purus sit amet nulla.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",compartida,10,16,pequeño,20702 Kenwood Parkway,3,44
388,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",Donec posuere metus vitae ipsum. Aliquam non mauris.,sencilla,6,12,mediano,19457 Nancy Terrace,13,14
389,Vivamus in felis eu sapien cursus vestibulum.,Vivamus tortor.,compartida,10,16,pequeño,96 Namekagon Court,6,44
390,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",sencilla,5,11,pequeño,22 Banding Parkway,8,11
391,Proin at turpis a pede posuere nonummy. Integer non velit.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,sencilla,8,14,mediano,17 Brickson Park Terrace,17,19
392,In hac habitasse platea dictumst.,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",sencilla,8,14,pequeño,63 Jay Plaza,3,27
393,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.","Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",sencilla,7,13,pequeño,5 Sugar Way,15,36
394,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",Etiam pretium iaculis justo.,compartida,2,8,pequeño,7691 Summerview Center,1,15
395,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",sencilla,1,7,mediano,44238 Eliot Hill,4,18
396,Vivamus tortor.,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",compartida,10,16,mediano,9430 Marcy Alley,1,44
397,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",sencilla,6,12,pequeño,93 Johnson Alley,19,2
398,Fusce consequat. Nulla nisl. Nunc nisl.,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,sencilla,4,10,mediano,88 Hagan Alley,4,37
399,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sencilla,8,14,mediano,5 Moulton Point,20,5
400,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,compartida,7,13,pequeño,79 Welch Place,3,2
401,Integer tincidunt ante vel ipsum.,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",sencilla,4,10,mediano,55 Coolidge Place,18,12
402,Duis mattis egestas metus.,Sed accumsan felis.,sencilla,2,8,pequeño,25 Kenwood Plaza,10,41
403,Sed accumsan felis. Ut at dolor quis odio consequat varius.,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,compartida,9,15,pequeño,0204 Dottie Place,15,39
404,Integer a nibh. In quis justo.,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",sencilla,7,13,mediano,1745 Di Loreto Center,9,45
405,Vivamus in felis eu sapien cursus vestibulum.,Nunc rhoncus dui vel sem. Sed sagittis.,sencilla,2,8,pequeño,74534 Susan Lane,9,4
406,Aenean sit amet justo. Morbi ut odio.,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",compartida,2,8,pequeño,45 Union Alley,19,41
407,Proin interdum mauris non ligula pellentesque ultrices.,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",sencilla,3,9,grande,8 Rieder Alley,16,27
408,Donec ut mauris eget massa tempor convallis.,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",compartida,9,15,pequeño,20382 Becker Street,15,50
409,Sed accumsan felis.,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",sencilla,10,16,mediano,09762 Eggendart Circle,20,39
410,Nullam molestie nibh in lectus. Pellentesque at nulla.,Aliquam erat volutpat. In congue. Etiam justo.,sencilla,5,11,pequeño,7907 West Parkway,17,29
411,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Morbi ut odio.,sencilla,4,10,pequeño,44 Kipling Trail,13,27
412,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",sencilla,7,13,mediano,8238 Maywood Center,10,42
413,Nulla mollis molestie lorem.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",sencilla,1,7,pequeño,5647 Hayes Street,14,2
414,Suspendisse potenti. Nullam porttitor lacus at turpis.,Aenean fermentum.,compartida,2,8,pequeño,566 Knutson Park,18,7
415,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Nulla ut erat id mauris vulputate elementum. Nullam varius.,sencilla,5,11,mediano,2845 Amoth Circle,5,36
416,Vivamus vestibulum sagittis sapien.,Morbi vel lectus in quam fringilla rhoncus.,sencilla,3,9,grande,6 American Road,11,38
417,Morbi porttitor lorem id ligula.,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,compartida,8,14,pequeño,532 Forest Lane,18,38
418,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Maecenas ut massa quis augue luctus tincidunt.,sencilla,8,14,mediano,732 Susan Point,4,48
419,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,compartida,8,14,grande,8 Mcguire Plaza,19,18
420,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,compartida,5,11,pequeño,4 Hovde Place,1,9
421,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",compartida,1,7,mediano,979 Ridgeway Way,10,43
422,Etiam pretium iaculis justo.,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",sencilla,5,11,grande,86 Lerdahl Court,1,3
423,Mauris sit amet eros.,Praesent blandit lacinia erat.,compartida,9,15,pequeño,09303 Spenser Road,17,37
424,Nulla ut erat id mauris vulputate elementum.,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",sencilla,5,11,grande,21 High Crossing Crossing,20,42
425,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",compartida,1,7,pequeño,455 Annamark Avenue,3,42
426,Etiam faucibus cursus urna. Ut tellus.,Integer non velit.,compartida,3,9,pequeño,508 International Drive,10,48
427,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,sencilla,5,11,mediano,63524 Bultman Alley,5,39
428,Duis consequat dui nec nisi volutpat eleifend.,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,sencilla,4,10,pequeño,8 Vernon Pass,9,14
429,Vestibulum ac est lacinia nisi venenatis tristique.,Aliquam erat volutpat.,sencilla,2,8,grande,45502 Pepper Wood Street,12,48
430,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",sencilla,5,11,pequeño,764 Loftsgordon Street,6,20
431,Cras in purus eu magna vulputate luctus.,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,sencilla,8,14,mediano,375 Northfield Court,12,12
432,Suspendisse potenti. In eleifend quam a odio.,Nunc rhoncus dui vel sem.,sencilla,5,11,grande,6 Boyd Park,1,5
433,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Morbi a ipsum. Integer a nibh. In quis justo.,compartida,1,7,mediano,93 Service Hill,20,6
434,Nulla mollis molestie lorem.,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",compartida,8,14,grande,30485 Delaware Center,8,17
435,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,sencilla,1,7,pequeño,94278 Schmedeman Parkway,1,29
436,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",sencilla,4,10,pequeño,12 Pierstorff Junction,13,41
437,Nulla tempus.,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",sencilla,10,16,pequeño,61 Tennyson Circle,2,2
438,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Maecenas rhoncus aliquam lacus.,sencilla,4,10,pequeño,077 Claremont Parkway,2,32
439,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,sencilla,3,9,pequeño,46 Pennsylvania Crossing,12,29
440,Nulla mollis molestie lorem. Quisque ut erat.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",compartida,10,16,pequeño,21347 Lakewood Lane,17,41
441,Nulla nisl. Nunc nisl.,Duis ac nibh.,sencilla,5,11,grande,1272 Superior Place,3,43
442,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",Quisque id justo sit amet sapien dignissim vestibulum.,compartida,1,7,pequeño,67 Northland Terrace,8,16
443,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Nulla nisl.,sencilla,1,7,pequeño,7134 Sutherland Drive,13,14
444,In congue. Etiam justo. Etiam pretium iaculis justo.,Sed ante. Vivamus tortor. Duis mattis egestas metus.,compartida,8,14,grande,969 Sachs Drive,12,9
445,Duis consequat dui nec nisi volutpat eleifend.,Aenean sit amet justo. Morbi ut odio.,sencilla,8,14,pequeño,2 Porter Junction,3,12
446,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",Donec semper sapien a libero.,sencilla,1,7,pequeño,212 Sugar Parkway,7,27
447,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,compartida,4,10,pequeño,651 Dottie Junction,12,41
448,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",compartida,10,16,mediano,2 Basil Drive,2,8
449,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",Aenean sit amet justo.,compartida,10,16,grande,12964 Village Point,20,28
450,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,Nullam varius.,sencilla,8,14,pequeño,8 Caliangt Park,8,18
