id,REGISTRO_CAMARA_COMERCIO,REGISTRO_SUPERINTENDENCIA,TIPO_HABITACION,HORARIO_ADMIN_24H,TAMANO,UBICACION,CANTIDAD_NOCHES,CAPACIDAD_MAXIMA
789,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",Curabitur in libero ut massa volutpat convallis.,estandar,0,pequeño,026 Becker Lane,14,2
790,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",In congue.,semisuite,1,mediano,5 Sutherland Street,17,4
791,Vivamus tortor.,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,estandar,1,pequeño,14858 Harbort Drive,20,4
792,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",semisuite,0,pequeño,73811 Esker Junction,20,5
793,Ut at dolor quis odio consequat varius. Integer ac leo.,Vivamus vel nulla eget eros elementum pellentesque.,semisuite,0,mediano,5379 Meadow Ridge Pass,8,4
794,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,estandar,0,pequeño,2 Logan Center,14,6
795,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Integer non velit.,estandar,1,grande,72949 Basil Plaza,13,6
796,Nullam porttitor lacus at turpis.,Curabitur in libero ut massa volutpat convallis.,estandar,1,mediano,76645 Center Pass,19,5
797,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",Nunc rhoncus dui vel sem.,suite,0,pequeño,670 Hovde Plaza,10,6
798,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",semisuite,0,mediano,82 Westport Way,11,4
799,In quis justo.,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",semisuite,1,grande,546 Grover Place,1,5
800,Proin risus. Praesent lectus.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",semisuite,1,mediano,4844 Macpherson Drive,19,2
801,Maecenas tincidunt lacus at velit.,Aliquam quis turpis eget elit sodales scelerisque.,suite,0,pequeño,15078 Mallard Center,12,3
802,Proin at turpis a pede posuere nonummy.,Nunc rhoncus dui vel sem.,suite,0,pequeño,47 Coolidge Place,5,6
803,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Nulla suscipit ligula in lacus.,semisuite,0,pequeño,5743 Walton Drive,11,5
804,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Ut tellus.,estandar,0,grande,91 Cascade Road,17,5
805,Nulla tellus.,Vivamus vel nulla eget eros elementum pellentesque.,semisuite,1,grande,806 Annamark Terrace,14,3
806,Aenean lectus.,Nulla tellus.,suite,0,mediano,86112 Westerfield Junction,11,2
807,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Nunc purus. Phasellus in felis.,suite,1,grande,4740 Toban Lane,16,3
808,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",Duis ac nibh.,suite,1,mediano,46 Ilene Plaza,17,4
809,Pellentesque viverra pede ac diam.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,estandar,0,grande,17 Express Terrace,20,3
810,Praesent blandit lacinia erat.,Curabitur in libero ut massa volutpat convallis.,suite,0,grande,0 Arrowood Way,12,4
811,Morbi porttitor lorem id ligula.,Nulla nisl. Nunc nisl.,suite,1,grande,33 Myrtle Trail,7,2
812,Proin at turpis a pede posuere nonummy.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",suite,1,mediano,3019 Jenna Parkway,14,6
813,Integer a nibh.,Donec semper sapien a libero. Nam dui.,suite,1,pequeño,384 Harper Circle,19,6
814,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,Donec quis orci eget orci vehicula condimentum.,suite,1,grande,5039 Dapin Avenue,19,2
815,Aliquam quis turpis eget elit sodales scelerisque.,Donec dapibus. Duis at velit eu est congue elementum.,suite,0,pequeño,99 Sheridan Plaza,10,3
816,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.","Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",semisuite,1,pequeño,9626 Fallview Pass,12,2
817,Donec ut mauris eget massa tempor convallis.,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",suite,0,mediano,8037 Hanson Place,12,6
818,Etiam justo.,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,semisuite,1,pequeño,36345 Schmedeman Crossing,15,3
819,Nulla tellus.,Mauris sit amet eros.,semisuite,1,pequeño,434 Mayer Place,19,3
820,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Phasellus sit amet erat.,suite,1,pequeño,49272 Fieldstone Point,5,5
821,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",semisuite,1,pequeño,45 Dorton Road,2,5
822,In hac habitasse platea dictumst.,Nulla tempus.,estandar,0,grande,91 Roxbury Crossing,12,6
823,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,suite,0,mediano,6958 Garrison Court,15,3
824,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",suite,0,pequeño,68 Porter Road,16,6
825,Integer tincidunt ante vel ipsum.,Etiam vel augue.,estandar,1,grande,29857 Kingsford Junction,4,2
826,Duis at velit eu est congue elementum.,Aenean auctor gravida sem.,semisuite,0,pequeño,595 Lawn Court,17,6
827,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Pellentesque ultrices mattis odio.,suite,0,mediano,5 Boyd Alley,12,3
828,Etiam pretium iaculis justo.,Integer non velit.,suite,1,pequeño,1 Hudson Circle,15,3
829,Praesent blandit. Nam nulla.,Praesent id massa id nisl venenatis lacinia.,suite,0,grande,55281 Cordelia Drive,13,4
830,Aenean lectus. Pellentesque eget nunc.,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,suite,0,mediano,5 Summerview Avenue,7,2
831,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",estandar,0,grande,9000 Anthes Avenue,2,6
832,Praesent lectus.,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,semisuite,0,pequeño,86266 Debs Hill,14,6
833,Quisque ut erat. Curabitur gravida nisi at nibh.,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",suite,1,pequeño,3 Stuart Avenue,3,6
834,Quisque ut erat. Curabitur gravida nisi at nibh.,In eleifend quam a odio. In hac habitasse platea dictumst.,suite,0,pequeño,3491 6th Avenue,12,3
835,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",estandar,0,pequeño,7259 Dexter Pass,15,6
836,Nulla ut erat id mauris vulputate elementum. Nullam varius.,Donec semper sapien a libero.,suite,1,grande,9434 Redwing Plaza,6,4
837,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Praesent blandit.,suite,1,mediano,48 Mccormick Trail,1,4
838,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,suite,1,pequeño,8239 Namekagon Plaza,2,3
839,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",suite,1,pequeño,890 Del Sol Place,17,5
840,In congue.,Praesent blandit lacinia erat.,suite,1,grande,1 Hanson Place,14,6
841,Etiam pretium iaculis justo.,In sagittis dui vel nisl. Duis ac nibh.,estandar,1,pequeño,83 Riverside Parkway,18,6
842,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Maecenas tincidunt lacus at velit.,suite,0,mediano,76016 Monument Road,18,6
843,Ut tellus.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",suite,0,pequeño,1025 Center Crossing,20,6
844,Vivamus in felis eu sapien cursus vestibulum.,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",suite,0,grande,8 Northview Circle,3,2
845,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,suite,1,grande,3924 Daystar Center,19,2
846,Donec ut mauris eget massa tempor convallis.,Vestibulum sed magna at nunc commodo placerat.,estandar,0,pequeño,2428 Saint Paul Circle,6,4
847,Aenean fermentum.,Etiam pretium iaculis justo.,estandar,0,grande,05880 Hollow Ridge Parkway,11,4
848,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,estandar,1,pequeño,2341 Melrose Center,13,3
849,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Vivamus tortor. Duis mattis egestas metus.,estandar,1,grande,322 Moulton Street,10,2
850,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Nulla ac enim.,semisuite,1,pequeño,75712 Lindbergh Plaza,4,2
851,Donec dapibus. Duis at velit eu est congue elementum.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",suite,0,mediano,1 Surrey Street,14,4
852,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,suite,1,grande,09751 Ruskin Center,13,2
853,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Donec dapibus.,suite,1,pequeño,555 Starling Street,5,3
854,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,semisuite,1,grande,079 Pine View Way,17,5
855,Etiam faucibus cursus urna.,Morbi non quam nec dui luctus rutrum. Nulla tellus.,semisuite,0,grande,7252 Cambridge Avenue,11,5
856,Quisque ut erat. Curabitur gravida nisi at nibh.,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",estandar,0,grande,298 Northport Drive,18,2
857,Vivamus tortor.,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,suite,1,pequeño,8920 Gerald Terrace,3,4
858,Pellentesque eget nunc.,Sed accumsan felis.,suite,0,mediano,46645 Twin Pines Place,15,3
859,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Suspendisse accumsan tortor quis turpis.,suite,0,pequeño,0669 Bay Center,1,3
860,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,Aenean auctor gravida sem.,suite,0,pequeño,07 Kings Point,11,3
861,Praesent blandit.,Cras in purus eu magna vulputate luctus.,suite,1,pequeño,28948 Lindbergh Court,8,2
862,Curabitur gravida nisi at nibh.,Aenean lectus.,semisuite,1,pequeño,689 Debs Avenue,15,3
863,Sed sagittis.,Sed accumsan felis.,estandar,0,pequeño,07 Chive Plaza,15,3
864,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Nulla ac enim.,semisuite,1,pequeño,69749 Cardinal Park,12,4
865,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Suspendisse potenti.,estandar,0,pequeño,363 Donald Park,20,6
866,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",suite,0,pequeño,69 Porter Parkway,14,4
867,Morbi non quam nec dui luctus rutrum.,In congue.,suite,1,grande,2 Montana Park,1,2
868,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,suite,1,mediano,57 Fair Oaks Court,6,2
869,Cras pellentesque volutpat dui.,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,suite,1,grande,1 Hagan Road,17,4
870,Curabitur in libero ut massa volutpat convallis.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",suite,0,grande,8 Tomscot Hill,17,5
871,Nulla ac enim.,Nunc purus.,suite,0,pequeño,405 Hollow Ridge Circle,17,2
872,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.","Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",suite,0,grande,8 Scott Alley,20,2
873,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Donec ut mauris eget massa tempor convallis.,semisuite,0,mediano,232 Coleman Parkway,4,5
874,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",suite,0,pequeño,3575 Pearson Hill,16,5
875,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.","Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",estandar,1,mediano,1454 Novick Crossing,15,5
876,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",suite,0,grande,7 Crest Line Drive,19,3
877,Nulla nisl.,Vivamus tortor.,estandar,0,pequeño,7438 Carioca Junction,6,4
878,Fusce posuere felis sed lacus.,Suspendisse potenti.,estandar,1,pequeño,5231 Vahlen Center,10,3
879,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Etiam vel augue.,suite,0,grande,5540 Glendale Crossing,5,4
880,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Quisque id justo sit amet sapien dignissim vestibulum.,suite,1,pequeño,3336 Kedzie Park,3,6
881,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.","Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",semisuite,0,mediano,43650 Thompson Center,9,4
882,Maecenas tincidunt lacus at velit.,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",estandar,1,mediano,12715 Harbort Junction,10,3
883,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,Sed sagittis.,estandar,0,pequeño,2902 Summer Ridge Crossing,11,4
884,Morbi non quam nec dui luctus rutrum. Nulla tellus.,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",suite,1,grande,9 Mccormick Drive,9,6
885,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Curabitur at ipsum ac tellus semper interdum.,suite,1,mediano,3 Algoma Alley,13,6
886,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,Sed ante.,semisuite,1,pequeño,01032 Hayes Drive,5,4
887,Etiam vel augue.,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",estandar,0,pequeño,8 Hoffman Avenue,19,6
888,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.","Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",suite,1,pequeño,257 Hoffman Circle,7,3
889,Morbi vel lectus in quam fringilla rhoncus.,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,semisuite,1,pequeño,14 Scoville Park,6,6
890,Nulla facilisi.,Pellentesque at nulla. Suspendisse potenti.,suite,1,pequeño,78168 Arkansas Court,7,2
891,In eleifend quam a odio. In hac habitasse platea dictumst.,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",suite,0,mediano,768 Clyde Gallagher Avenue,11,4
892,Morbi non quam nec dui luctus rutrum.,Phasellus in felis. Donec semper sapien a libero.,semisuite,0,grande,34457 Golf Road,2,2
893,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Praesent blandit. Nam nulla.,suite,0,pequeño,027 Carioca Junction,16,6
894,Praesent id massa id nisl venenatis lacinia.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",suite,0,pequeño,54695 Golden Leaf Terrace,19,6
895,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",semisuite,0,pequeño,0847 Dennis Park,1,3
896,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.","Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",suite,1,mediano,9 Melby Center,9,4
897,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",suite,0,pequeño,8 Pepper Wood Hill,6,3
898,Integer a nibh.,Ut at dolor quis odio consequat varius. Integer ac leo.,suite,0,pequeño,97 Ruskin Road,7,5
899,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Etiam pretium iaculis justo.,suite,1,mediano,1 Stang Pass,4,2
900,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Donec semper sapien a libero. Nam dui.,semisuite,0,pequeño,121 Vahlen Place,8,3
901,Sed accumsan felis. Ut at dolor quis odio consequat varius.,In quis justo. Maecenas rhoncus aliquam lacus.,suite,1,mediano,3100 Debs Hill,8,3
902,Donec posuere metus vitae ipsum.,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",semisuite,1,mediano,7 Warbler Parkway,10,4
903,Sed accumsan felis.,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",estandar,0,grande,2746 Elmside Road,11,5
904,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,Morbi a ipsum. Integer a nibh.,suite,1,grande,28 David Lane,17,4
905,Aenean fermentum.,Vestibulum rutrum rutrum neque.,semisuite,0,mediano,40797 Sage Parkway,16,3
906,Nullam porttitor lacus at turpis.,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",suite,0,pequeño,6 Ramsey Drive,12,2
907,Aenean fermentum.,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",suite,1,mediano,0961 Dakota Alley,8,2
908,Nulla ut erat id mauris vulputate elementum. Nullam varius.,Mauris ullamcorper purus sit amet nulla.,semisuite,1,grande,9 Heath Avenue,14,5
909,Curabitur in libero ut massa volutpat convallis.,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,suite,1,grande,2727 Monica Street,13,2
910,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.","Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",estandar,0,mediano,8 Norway Maple Park,8,4
911,Maecenas pulvinar lobortis est.,Vivamus tortor. Duis mattis egestas metus.,suite,1,pequeño,191 Darwin Junction,10,6
912,Morbi a ipsum.,Aenean fermentum.,suite,1,pequeño,127 Vera Drive,19,3
913,Pellentesque eget nunc.,Ut at dolor quis odio consequat varius.,suite,1,pequeño,9168 Butterfield Circle,5,6
914,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Nullam molestie nibh in lectus. Pellentesque at nulla.,suite,0,pequeño,50 Waywood Plaza,2,6
915,Pellentesque at nulla. Suspendisse potenti.,Suspendisse accumsan tortor quis turpis. Sed ante.,estandar,0,pequeño,42551 Schiller Terrace,19,2
916,Sed accumsan felis.,Vivamus tortor. Duis mattis egestas metus.,suite,1,pequeño,007 Jana Alley,14,3
917,Integer non velit.,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",semisuite,0,pequeño,7839 Macpherson Junction,16,3
918,Integer non velit.,Aenean sit amet justo.,semisuite,0,mediano,3 3rd Alley,11,3
919,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Nulla tellus. In sagittis dui vel nisl.,suite,1,pequeño,3239 Manitowish Crossing,14,2
920,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,Nulla tellus. In sagittis dui vel nisl.,suite,1,pequeño,2 Prairie Rose Place,17,3
921,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,Donec posuere metus vitae ipsum.,estandar,1,grande,0787 Union Drive,3,6
922,Proin risus. Praesent lectus.,Nam tristique tortor eu pede.,semisuite,1,grande,040 Norway Maple Circle,15,3
923,Mauris lacinia sapien quis libero.,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",suite,1,pequeño,44 Vidon Center,19,6
924,Aenean lectus. Pellentesque eget nunc.,Cras pellentesque volutpat dui.,estandar,0,pequeño,02626 Doe Crossing Court,14,3
925,Mauris sit amet eros.,Nullam porttitor lacus at turpis.,suite,1,pequeño,18 Pierstorff Pass,19,4
926,Quisque id justo sit amet sapien dignissim vestibulum.,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",suite,1,pequeño,407 Green Ridge Crossing,15,3
927,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Etiam faucibus cursus urna.,suite,1,pequeño,59 Village Drive,4,6
928,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",semisuite,0,pequeño,939 Tennyson Terrace,15,5
929,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,semisuite,0,mediano,1 Merrick Street,19,4
930,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",In quis justo. Maecenas rhoncus aliquam lacus.,estandar,1,mediano,9 Dahle Junction,17,3
931,Nam tristique tortor eu pede.,Aliquam non mauris.,semisuite,1,grande,3761 Debs Trail,12,2
932,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.","Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",semisuite,0,pequeño,7685 Eagan Street,19,3
933,Curabitur gravida nisi at nibh.,Fusce consequat.,semisuite,0,grande,25733 Kinsman Park,8,5
934,Vivamus tortor. Duis mattis egestas metus.,Cras non velit nec nisi vulputate nonummy.,suite,0,mediano,16964 Arrowood Pass,20,3
935,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",estandar,0,mediano,69 Elmside Trail,20,5
936,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Quisque ut erat. Curabitur gravida nisi at nibh.,suite,0,pequeño,96362 Barnett Road,7,5
937,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,semisuite,1,mediano,34009 Chive Center,16,5
938,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Etiam faucibus cursus urna.,suite,0,grande,7763 Pepper Wood Parkway,15,6
939,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,Nam dui.,semisuite,0,pequeño,683 Mayfield Junction,11,6
940,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.","Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",semisuite,0,mediano,0366 Northridge Hill,14,4
941,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,Duis consequat dui nec nisi volutpat eleifend.,estandar,0,pequeño,22 Bunker Hill Drive,20,5
942,Aenean lectus.,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",suite,0,pequeño,8338 Havey Pass,19,4
943,Praesent id massa id nisl venenatis lacinia.,Vivamus tortor.,suite,1,grande,8 Elka Point,8,3
944,Ut at dolor quis odio consequat varius.,Aliquam sit amet diam in magna bibendum imperdiet.,suite,0,pequeño,8 Milwaukee Hill,7,3
945,Suspendisse potenti. In eleifend quam a odio.,Donec quis orci eget orci vehicula condimentum.,estandar,1,pequeño,6 Graceland Pass,3,3
946,Aenean auctor gravida sem.,Morbi porttitor lorem id ligula.,suite,0,pequeño,9 Westend Street,2,5
